Comment ID	Comment	Grammatically corrected comment	Politics	Hate Speech	Data																			
1182	doktori eshte njeri i nderuar ju e keni me mjekrën me fen islame jo me cfar ben ai me dakortesi midis palëve me grat e tij. ju bushtra ne studio jeni thjesht neveri	Doktori eshte njeri i nderuar, ju e keni me mjekrën, me fene islame, jo me cfare ben ai me dakortesi midis palëve me grate e tij. Ju bushtra ne studio, jeni thjesht neveri!	Actuality	T																				
1183	Neni 100 i kodit penal të Republikës së Shqipërisë thotë :të gjithë që kan mbushur 14 vjet munden lirisht të bëjnë marrëdhënie seksuale apo homoseksuale me të gjithë ata persona që kan mbushur moshën 14 vjeçe me kusht që në këto marrëdhënie mos të ket dhunë!	Neni 100 i kodit penal të Republikës së Shqipërisë thotë: të gjithë që kane mbushur 14 vjet munden lirisht të bëjnë marrëdhënie seksuale apo homoseksuale me të gjithë ata persona që kane mbushur moshën 14 vjeçe, me kusht që në këto marrëdhënie mos të kete dhunë!	Actuality	F																				
1184	Po c faj ka doktori se ju ndes Furnella cupes po iline keto emsjone Bajate 🇦🇱🇺🇸🇦🇱	Po c'faj ka doktori se ju ndez furnela cupes? Po i lini keto muhabete bajate!	Actuality	T																				
1185	Ne mendimin tim, kete "super doktorin" munden ta kapin per pornografi, neni 117 i Kodit Penal. Persa i perket marredhenies seksuale me te mitur, fatkeqsisht ligji shqiptar e kufizon me moshen 14 vjec, ose me "pjekurine seksuale", cfare nuk eshte nje element objektiv i pergjithshem por rast pas rasti. Vetem nese nje doktor do e percaktoje qe ne kohen kur ka kryer marredhenie seksuale nuk kishte arritur pjekurine seksuale, veshtirete denohet per ate. Nese ky super hamshori e ka shfrytezuar seksualisht, cka eshte e paperkufizuar ne Kod, atehere vlen per tu pare me imtesi deklaratat e te mitures, se bashku me nje psikolog. Sido qe te jete, nje ceshtje e shemtuar.	Ne mendimin tim, kete "super doktorin" munden ta kapin per pornografi, neni 117 i Kodit Penal. Persa i perket marredhenies seksuale me te mitur, fatkeqsisht ligji shqiptar e kufizon me moshen 14 vjec, ose me "pjekurine seksuale", cfare nuk eshte nje element objektiv i pergjithshem por rast pas rasti. Vetem nese nje doktor do e percaktoje qe ne kohen kur ka kryer marredhenie seksuale nuk kishte arritur pjekurine seksuale, veshtire te denohet per ate. Nese ky super hamshori e ka shfrytezuar seksualisht, c'ka eshte e paperkufizuar ne Kod, atehere vlen per tu pare me imtesi deklarata e te mitures, se bashku me nje psikolog. Sido qe te jete, nje ceshtje e shemtuar.	Actuality	F																				
1186	"Mentaliteti shqiptar denon rregullat sipas fes sipas deshires dhe kushtet qe mundet njeriu. Dhe pranojn imoralitetin e njerzimit qe pranojn tradhtit fshehurazi qe u behen. Tani kto mendje shkretat e pa ditura ne fen flasin cfar u leverdis ktyre. 
 Askujt ska ci duhet cfar ben njeriu ne jeten e vet perderi sa nuk cenon tjetrin. Dhe kto jan te pa ditur ne fen saqe kurr nuk pranojn ligjet e zotit dhe bien ne kunder gjerave qe skan dije. 
 Zot fali ktyre njerzve trruni qe jan pa dijen tende."	Mentaliteti shqiptar denon rregullat sipas fese, sipas deshires, dhe kushtet qe mundet njeriu. Dhe pranojne imoralitetin e njerezimit qe pranojne tradhetite fshehurazi qe u behen. Tani keto mendjeshkretat, te paditura ne fene, flasin cfare u leverdis ketyre. Askujt s'ka c'i duhet cfare ben njeriu ne jeten e vet, perderisa nuk cenon tjetrin. Dhe keta jane te paditur ne fe, saqe kurre nuk pranojne ligjet e zotit dhe bien kunder gjerave qe s'kane dije. Zot, fali ketyre njerezve tru qe jane pa dijen tende.	Actuality	F																				
1187	Hoxhe Efendi kur do femija nuke ka cfare ti beje Prinderi	Hoxhe Efendi kur do femija, nuk ka cfare ti bej prindi!	Actuality	F																				
1188	Ju qe mbroni doktorin jau qoft zoti nje doktor si puna ketij ne vajza apo motrat tuja rrac e flliqur	Ju qe mbroni doktorin, jua cofte zoti nje doktor si puna e ketij ne vajza apo motrat tuaja! Rrace e felliqur!	Actuality	T																				
1189	Po prse nuke e arrestuan qe atehere kur bente trafikim Armeshe	Po perse nuk e arrestuan qe atehere kur bente trafikim armesh?	Actuality	F																				
1190	Mire qe bejn gjera te tilla por dhe te bejn moral kur te shohin ne rruge se pse nuk vjen ne xhami.Imagjino ti lutesh zotit me kto lloj soj ne krah.	Mire qe bejne gjera te tilla, por dhe te bejne moral. Kur te shohin ne rruge se pse nuk vjen ne xhami, imagjino ti lutesh zotit me kete lloj soj ne krah.	Actuality	F																				
1191	"O z avukate gjyna qe je avukate sepse nuke
 Diteke asnje gje 🇦🇱🇺🇸🇦🇱"	O z.avokat, gjynah qe je avokat sepse nuk di asnje gje!	Actuality	F																				
1192	Un sham aspak pro ketyre shelljeve sepse ka nie kod moral. Por ky avokati po i sfidon te gjith me te drejte thot ma gjeni nje nen apo nje ligj qe e denon dhe jam dakord. Pasi un kam nje grua me ligj jasht martese kam dhe 75 dashnore dhe ligji sma ndalon. Pra Moralisht eshte i denueshem. Por morali dhe amorali nuk denohet me ligj. Pik mbaroj filmi. A duhet denuar moralisht nga publiku duhet deniar. Por ama ligjerisht i rruaakan leshin ati doktori monster.	Une s'jam aspak pro ketyre "shelljeve" sepse ka nje kod moral. Por ky avokati, po i sfidon te gjithe, me te drejte thote ma gjeni nje nen apo ligj qe e denon dhe jam dakord. Pasi une kam nje grua me ligj, jashte martese kam edhe 75 dashnore, dhe ligji s'ma ndalon. Pra, moralisht eshte i denueshem. Por morali dhe amorali nuk denohet me ligj. Pike, mbaroj filmi. A duhet denuar moralisht nga publiku? Duhet denuar. Por ama, ligjerisht i rruajne leshin, atij doktori moster.	Actuality	F																				
1193	Po ca 15 ml turist thot ky 20 mil kishte turqia dhe 17 ml greqia ne 2017	Po ca 15 mil turiste thote ky? 20 mil kishte Turqia dhe 17 mil Greqia ne 2017.	Actuality	F																				
1194	Boooooo bravo avokati i la me goj hapur keto budallejt qe ka ftu fevzo uueeeeeeeee gjykojn me moralin po me ligj bobooooo kjo bruneta shume sexy kur chjerret 🙈🤣🤣🤣🤣	Boo, bravo avokati, i la me goje hapur keta budallenjte qe ka ftuar Fevzo. Ue, gjykojne me moralin po me ligj bobooooo. Kjo bruneta shume sexy kur cjerret 🙈🤣🤣🤣🤣	Actuality	F																				
1195	KIRURG KREMINEL ,KY DO U KETE HEQUR ORGANET PACIENTEVE , DHE I KA SHITUR ,VARJE VARJE VARJE , DHE TI PRITEN ORGANET GJENITALE	Kirurg kriminel! Ky do u kete hequr organet pacienteve dhe i ka shitur! Varje, varje, varje, dhe ti priten organet gjenitale!	Actuality	T																				
1196	Phyyy tqifsha faren 🤮💩	Phyyy t'qifsha faren 🤮💩	Actuality	T																				
1197	O advokat kali çka e çon zonin si magar apo e ki edhe ti mizen nder kapele.	O avokat kali, ç'ka e çon zerin si gomar, apo e ke edhe ti mizen nder kapele.	Actuality	T																				
1198	O AVOKAT TÉ QIFTE DERVISHI GRUAN , DHE FEMIJET E TU	O avokat, te qifte Dervishi gruan dhe femijet e tu!	Actuality	T																				
1199	Avokat prej pogradeci , kto jan krejt terrorista duhen fut mrena , prej pogradeci ka shum plehna e terrorista	Avokat prej Pogradeci, keto jane krejt terrorista, duhen futur brenda. Prej Pogradeci ka shume plehra e terrorista!	Actuality	T																				
1200	Talibanet rob q* sa keq jemi katandis	Talibanet rob q* ,sa keq jemi katandis!	Actuality	T																				
1201	Epo mir dashka mu nimua Burgaxhive me opracjone saper liri se meriton	Epo mire, dashka te ndihmoje burgaxhinjte me operacione. Sa per liri, se meriton!	Actuality	F																				
1202	Avokat ti qenke idiot i klasit pare!	Avokat, ti qenke idiot i klasit te pare!	Actuality	T																				
1203	ky av islami qenka rrufjan. Uroj qe e njejta gje ti ndodhe atij ne familjen e tij	Ky avokat islami qenka rrufjan. Uroj qe e njejta gje ti ndodhe atij ne familjen e tij.	Actuality	T																				
1204	Disdari nje deshtim ..mendoja me shum horizont ..deshtim	Disdari nje deshtim ..e mendoja me shume horizont, deshtim	Actuality	F																				
1205	Z.VELMISHI. te uroje per mendimet dhe figuren familjare qe tregon ne program. Si punonjes i policise .....FLM dhe suksese.....	Z.Velmishi, te uroj per mendimet dhe figuren familjare qe tregon ne program si punonjes i policise. Faleminderit dhe suksese.	Actuality	F																				
1206	Ka rradhe ne kete emision ?	Ka rradhe ne kete emision?	Actuality	F																				
1207	Ma harxhoi baterine	Ma harxhoi baterine	Actuality	F																				
1208	Varje me litar per monstren doktor, dhe heqje license ketij avokatit qe leh si qen per parate e ketij multi krimineli qe fshihet pas punes dhe fese, phu 🤮	Varje me litar per mostren doktor dhe heqje license ketij avokatit qe leh si qen per parate e ketij multi-krimineli qe fshihet pas punes dhe fese, phu 🤮	Actuality	T																				
1209	Marredhenie seksuale me persona te mitur mjafton qe ai te shkoje ne burg..Te tjerat jane gjera pa vlere	Marredhenie seksuale me persona te mitur, mjafton qe ai te shkoje ne burg..Te tjerat jane gjera pa vlere!	Actuality	F																				
1210	"Ne kete rast, shteti bashk me ""fen"" duken si ortak! 
 
 Morali,feja,kultura dhe shteti shqiptar, vertet po degjenerohen nga disa persona me llogjik çnjerzore! Ka tendenc per shperlarje truri ne mase!"	Ne kete rast, shteti bashk me "fene" duken si ortake! Morali, feja, kultura dhe shteti shqiptar, vertet po degjenerohen nga disa persona me logjike çnjerzore! Ka tendence per shpelarje truri ne mase!e	Actuality	F																				
1211	Avokat rrot kari komplet	Avokat, rrot kari komplet!	Actuality	T																				
1212	do zoti ka vajza dhe ju martofshin qe 9 vjec me burra 50 vjecar.	Do zoti ka vajza, dhe ju martofshin qe 9 vjec me burra 50 vjecar.	Actuality	F																				
1213	Qa Jan keto meshkuj ligji deklaron nje gru ky thot feja te Marra Edhe keto gra te Marra qe jetojn ne nje shtepi te trija veq meba femi dhe me nej ne shpi me prit bedifilin kur te vinjn ngapuna veq kafshet Jan keshtu	Ca jane keta meshkuj? Ligji deklaron nje grua, ky thote feja. Te marre, edhe keto gra te marra qe jetojne ne nje shtepi te treja. Vec te bejne femije dhe me nje shtepi, me prit pedofilin kur te vij nga puna! Vec kafshet jane keshtu!	Actuality	T																				
1214	"Prepare to be tortured: - the price you will pay for dating a narcissist 
 by A B Jamieson (Author)"	Prepare to be tortured: - the price you will pay for dating a narcissist  by A B Jamieson (Author)	Actuality	T																				
1215	"Kurani ka sure qe te meson ose detyron qe te SHKRUASH kontrate.
 Ca kohe ka ardh😢😢😢 kur injoranti flet si i ditur."	Kurani ka sure qe te meson ose detyron qe te SHKRUASH kontrate. Ca kohe ka ardhur 😢😢😢 kur injoranti flet si i ditur.	Actuality	F																				
1216	Muslimanet martohen ne xhami pastaj gjendje civile si martohen katoliket ne kishe	Myslimanet martohen ne xhami, pastaj ne gjendje civile, si martohen katoliket ne kishe.	Actuality	F																				
1217	Per "Avokatin" po mungesen e profesionalizmit nuk e sheh ti ,ai e ka njohur ne vendin e punes dhe vet spitali duhet te ngre nje hetin te brenshem per abuzim ne vendin e punes. Nqs numrin e kan nderruar ne vendin e punes(me nje minorene)	Per "Avokatin": po mungesen e profesionalizmit nuk e sheh ti? Ai e ka njohur ne vendin e punes dhe vet spitali duhet te ngreje nje hetim te brendshem per abuzim ne vendin e punes. Nqs numrin e kane nderruar ne vendin e punes (me nje minorene)	Actuality	F																				
1218	Po ca pune ka Terroristen me martesen	Po ca pune ka terrorizmi me martesen?	Actuality	F																				
1219	Para se te gjykoni mjekun , gjykoni dhe analizoni te gjithe ato burra qe kane nga 10 dashnore ,gje qe eshte bere mode e re ...ai te pakten thote i kam gra hihi ...ideja eshte qe cdo gje e bere me deshire pranohet .	"Para se te gjykoni mjekun, gjykoni dhe analizoni te gjithe ata burra qe kane nga 10 dashnore, gje qe eshte bere mode e re ...ai te pakten thote i kam gra hihi ...ideja eshte qe cdo gje e bere me deshire pranohet .
"	Actuality	F																				
1220	O gomar avukat te qifja robet si ka mundesi te flashes ne kete menyre si do veprni me cupen tuaj maskara	O gomar avokat, te qifsha ropte..si ka mundesi te flasesh ne kete menyre? Si do vepronit me cupen tuaj, maskara?	Actuality	T																				
1221	Mose u habite pyete ne qofse ke gjyshe apo te paret sa vjece martoheshin nuk martoheshin 15 te edhe per te dashur kane me shume se 3 sidomose ne zonat urale qe ti heqin qafe sa me pare se nuk kane ti mbajne me nje fjale ne vende te meremi me ekonomi e si te rregullohet Shqiperija e te hapen vende pune po meremi sa gra ka njeri e anasjetas tjetra injorancia ne familjet e shqiptarve jo vetem te brezat e pare po edhe tani te brezat e terinjeve	Mos u habit! Pyet, ne qofte se ke gjyshe apo te paret, sa vjec martoheshin? Nuk martoheshin 15 edhe per te dashur kane me shume se tre, sidomos ne zonat rurale, qe ti heqin qafe sa me pare, se nuk kane ti mbajne. Me nje fjale, ne vend te merremi me ekonomine e si te rregullohet Shqiperia, e te hapen vende pune, po merremi sa gra ka njeri e anasjelltas, tjetra. Injoranca ne familjet e shqiptareve jo vetem te brezat e pare po edhe tani, te brezat e te rinjve. 	Actuality	F																				
1222	kjo bundra seshte prind dhe gjykon madje thote nuk mund ta lejoj oj kare kurvero e mos mendo me u bo non 😂	Kjo bundra s'eshte prind dhe gjykon. Madje thote: nuk mund ta lejoj.. oj kare kurvero e mos mendo me u be nene	Actuality	T																				
1223	Nga ty po e degjoj thote karia sikur se dine e skane qene dashnoret e dikujt	Nga ty po e degjoj thote karja, sikur se dine e s'kane qene dashnoret e dikujt!	Actuality	T																				
1224	"Bravo Blendi.
 I vetmi emision qé titullin e ka,, Doktori qé,, e jo si emisionet qera qé e shkruajn,, muslimani,,
 Zoti na rruajt nga jotoleranca."	Bravo Blendi. I vetmi emision qe titullin e ka: "Doktori qe" e jo si emisionet e tjera qe shkruajne "myslimani". Zoti na ruajte nga jo toleranca!	Actuality	F																				
1225	Bashkjetuese dhe e Dashura seshte njeolloj thote karia hahaha hajde nivel hajde o Avokat je mes idjotesh atje	"Bashkejetuese dhe e dashura s'eshte njelloj" thote karja hahaha hajde nivel hajde, o avokat je mes idjotesh atje	Actuality	T																				
1226	Dhe Hitler ishte artist i shkëlqyer 🙄	Dhe Hitler ishte artist i shkëlqyer 🙄	Actuality	F																				
1227	Ishalla vaza e avokatit te jet ne ket pozit	InshaAllah vajza e avokatit te jete ne kete pozite!	Actuality	F																				
1228	ahahha shih si thone njeher eshte moral njeher eshte ligjor kur Avokati ju jep argumente e kthejn morale kur avokati ju flet me argumente morale e kthejne ligjore ahhaha injorante jeni te deshtuar sebashku me qafirizmin tendecioz	ahahha shih si thone: njehere eshte moral, njehere eshte ligjor. Kur avokati ju jep argumente e kthejne morale, kur avokati ju flet me argumente morale e kthejne ligjore ahahaha injorante, jeni te deshtuar, se bashku me qafirizmin tendecioz 	Actuality	F																				
1229	Jepuni kësaj zonjës që foli e para një medalje 🥉 👏	Jepini kësaj zonjës që foli e para një medalje 🥉 👏	Actuality	F																				
1230	Islamikët duan te legalizojë haremin me minorene skandal	Islamikët duan te legalizojnë haremin me minorene! Skandal!	Actuality	F																				
1231	Nderkohe qe merremi me Big Brother e Formate Te tilla, bomba ka plasur me kohe ne shoqerine shqiptare. Kjo eshte lemeri me keq Se ne kohen e sulltanit. Na tregon kodet penale e Te familjes ky palaço. Po orgjirat e pornografine me ca kodi e mbulon ky. Kjo eshte vetem Maja e ajsbergut, ka Te tille plot neper shqiperi qe mbeshteten nga institucionet fetare perkatese e tani prezantohet si gje normale. Shteti Te marre masa Se e myket trurin e shqiptareve me idiotesira.	Nderkohe qe merremi me Big Brother e formate te tilla, bomba ka plasur me kohe ne shoqerine shqiptare. Kjo eshte lemeri, me keq se ne kohen e sulltanit. Na tregon kodet penale e te familjes ky palaço. Po origjite e pornografine me ca kodi e mbulon ky? Kjo eshte vetem maja e ajsbergut, ka te tille plot neper Shqiperi qe mbeshteten nga institucionet fetare perkatese e tani prezantohet si gje normale. Shteti te marre masa, se e myket trurin e shqiptareve me idiotesira.	Actuality	T																				
1232	HIQENI KET PLERE AVOKAT NGA EMISIONI	Hiqeni kete plehre avokat nga emisioni!	Actuality	T																				
1233	Po pse mundoheni ti ngaterroni njerezit e shkret me kaq shum nene e askush nuk kupton gje. Ju vjen keq për ate plehr? Ai esht pedofil kaq mjafton për ta len gjith jeten né burg. Sikur po pregatisni popullin që kur të dal nga burgu mos të duket interesant. Esht thjesht nje kurv pedofil mjafton për ta gropos né burg	Po pse mundoheni ti ngaterroni njerezit e shkrete me kaq shume nene e askush nuk kupton gje? Ju vjen keq për ate plehre? Ai eshte pedofil, kaq mjafton për ta lene gjith jeten ne burg. Sikur po pregatisni popullin që kur të dal nga burgu mos të duket interesant. Eshte thjesht nje kurve pedofil, mjafton për ta gropos ne burg!	Actuality	T																				
